,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
5919,5920,015676295.jpg,-1,-1,-1,-1,715,619,884,627,-1,-1,-1,-1,800,623,834,221,840.1891,191.7305,875.8109,23.2695,679,451,588,323,707,210,961,232,983,394,924,477,5.165578380007413,cooking or food preparation,home activities
5920,5921,042640606.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,779,332,740.8882,287.0682,627.1118,152.9318,630,520,725,512,708,350,849,313,869,489,667,518,5.276726257823122,cooking or food preparation,home activities
5921,5922,053741694.jpg,-1,-1,-1,-1,802,648,973,666,-1,-1,-1,-1,888,657,932,252,933.4625,233.1505,948.5375,38.8495,711,456,681,394,779,241,1084,263,1110,464,981,547,5.846549751776683,cooking or food preparation,home activities
5922,5923,002250433.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,879,319,878.0714,306.65,859.9286,65.35,675,355,572,528,696,315,1062,322,1128,566,983,475,7.259434688734378,cooking or food preparation,home activities
5923,5924,044411301.jpg,-1,-1,-1,-1,283,392,358,390,-1,-1,-1,-1,321,391,306,186,304.4288,176.049,289.5712,81.951,219,263,176,283,235,196,376,175,408,266,354,278,2.857915324148005,cooking or food preparation,home activities
5924,5925,078135622.jpg,-1,-1,-1,-1,291,391,361,385,-1,-1,-1,-1,326,388,311,191,311.278,188.8828,323.722,94.1172,221,285,194,280,239,199,383,183,406,259,423,346,2.8673723162505422,cooking or food preparation,home activities
5925,5926,068004606.jpg,-1,-1,-1,-1,290,390,355,383,-1,-1,-1,-1,323,387,311,188,310.9824,186.2603,310.0176,90.7397,249,291,220,300,237,191,384,185,408,285,379,285,2.8657648193806837,cooking or food preparation,home activities
5926,5927,063515699.jpg,-1,-1,-1,-1,274,378,343,378,-1,-1,-1,-1,309,378,304,186,301.4177,166.7088,289.5823,78.2912,214,289,215,274,234,191,374,181,408,281,389,236,2.67618833417979,cooking or food preparation,home activities
5927,5928,090955543.jpg,-1,-1,270,415,284,355,344,354,364,413,-1,-1,314,355,301,190,297.6204,169.2395,283.3796,81.7605,213,293,205,290,229,197,373,182,399,284,385,289,2.6589140640494566,cooking or food preparation,home activities
5928,5929,001803201.jpg,-1,-1,-1,-1,276,358,339,355,-1,-1,-1,-1,308,357,281,191,280.0545,178.6031,272.9455,85.3969,168,312,185,308,206,205,356,177,384,279,344,289,2.804305261557664,cooking or food preparation,home activities
5929,5930,055704759.jpg,-1,-1,-1,-1,269,405,342,399,-1,-1,-1,-1,306,402,289,194,289.5931,182.6316,294.4069,90.3684,247,323,205,296,217,199,361,188,392,269,364,321,2.7716623170942025,cooking or food preparation,home activities
5930,5931,078734885.jpg,-1,-1,-1,-1,267,337,336,336,-1,-1,-1,-1,302,337,294,187,291.2776,163.6892,280.7224,73.3108,197,264,184,288,225,191,363,183,401,245,418,323,2.7297824089110105,cooking or food preparation,home activities
5931,5932,054133538.jpg,-1,-1,-1,-1,266,391,347,385,-1,-1,-1,-1,307,388,291,191,285.2727,179.6535,243.7273,97.3465,169,316,220,271,221,199,361,182,409,254,371,316,2.765941431050195,cooking or food preparation,home activities
5932,5933,032389555.jpg,-1,-1,-1,-1,278,381,352,375,-1,-1,-1,-1,315,378,299,196,299.0,181.5509,299.0,90.4491,234,312,203,298,227,201,371,191,386,260,393,293,2.7330510423334573,cooking or food preparation,home activities
5933,5934,013625057.jpg,-1,-1,-1,-1,274,387,346,383,-1,-1,-1,-1,310,385,292,191,293.8548,174.7045,304.1452,84.2955,219,297,191,299,221,199,363,182,384,252,391,276,2.7297824089110105,cooking or food preparation,home activities
5934,5935,088756307.jpg,-1,-1,362,413,370,350,432,351,433,408,-1,-1,401,351,415,183,419.1016,169.6404,445.8984,82.3596,360,277,319,276,344,175,486,190,491,297,476,306,2.7390509305231987,cooking or food preparation,home activities
5935,5936,091458444.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,647,384,660.5777,291.8148,690.4223,89.1852,483,677,369,613,452,379,841,388,890,663,874,677,6.144468732119971,reclining,inactivity quiet/light
5936,5937,009103631.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,635,408,641.8501,323.1473,659.1499,108.8527,518,628,367,640,444,406,826,410,812,696,818,617,6.4497516231247225,reclining,inactivity quiet/light
5937,5938,064820918.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,642,405,648.9049,322.5726,667.0951,105.4274,495,640,361,661,452,388,832,421,795,702,824,632,6.537170029913556,reclining,inactivity quiet/light
5938,5939,041319448.jpg,-1,-1,1167,1003,618,1068,928,897,1310,1037,-1,-1,773,983,559,521,574.9216,414.2662,624.0784,84.7338,702,966,454,922,342,575,776,466,907,718,904,711,9.995358923020223,reclining,inactivity quiet/light
5939,5940,040561939.jpg,-1,-1,1189,1037,-1,-1,941,928,1285,1049,-1,-1,-1,-1,631,542,651.7737,447.3234,723.2263,121.6766,739,1006,488,953,395,581,866,503,1003,770,935,842,10.001811036007428,reclining,inactivity quiet/light
5940,5941,017053039.jpg,1173,854,969,801,789,817,935,764,1080,742,1260,801,862,791,753,499,758.0236,484.3813,847.9764,222.6187,838,662,693,718,655,547,851,451,950,600,994,606,8.30361848834591,reclining,inactivity quiet/light
5941,5942,089741905.jpg,1130,786,959,705,767,708,876,665,1025,680,1180,761,822,687,716,422,729.8352,391.8658,848.1648,134.1342,848,581,693,634,618,457,814,386,894,531,959,575,8.507923836048368,reclining,inactivity quiet/light
5942,5943,065614609.jpg,1267,1031,1031,919,770,928,919,857,1142,879,1347,990,845,893,736,556,754.3345,512.3935,902.6655,159.6065,686,826,559,826,603,593,869,519,941,708,1077,736,11.481059184587457,reclining,inactivity quiet/light
5943,5944,088185480.jpg,1158,780,947,711,767,730,876,690,1025,708,1217,764,822,710,721,401,707.8445,422.4744,870.1555,157.5256,764,690,637,652,615,469,826,333,922,494,1009,578,9.321397320144657,reclining,inactivity quiet/light
5944,5945,048528072.jpg,868,555,639,349,430,514,505,481,753,366,978,502,468,498,294,344,294.2899,324.8677,296.7101,165.1323,430,430,313,516,232,355,355,333,403,419,458,397,4.792614317885386,reclining,inactivity quiet/light
5945,5946,054203335.jpg,847,543,642,349,488,573,558,544,740,377,954,509,523,559,297,353,298.3014,325.15,305.6986,166.85,409,484,276,569,236,366,358,339,396,475,460,445,4.754181317535123,reclining,inactivity quiet/light
5946,5947,091903828.jpg,875,553,650,346,506,563,576,531,738,371,978,508,541,547,295,337,298.7939,320.7898,335.2061,165.2102,445,416,260,445,228,342,361,331,487,407,565,393,4.793515620085116,reclining,inactivity quiet/light
5947,5948,089990954.jpg,894,547,666,348,526,581,578,556,763,343,943,495,552,569,287,365,288.527,352.0566,306.473,199.9434,416,453,232,479,232,372,341,357,499,385,523,440,4.595044287055348,reclining,inactivity quiet/light
5948,5949,044816087.jpg,893,728,878,679,860,615,839,617,847,678,859,730,850,616,858,577,859.9715,572.0056,871.0285,543.9944,907,641,901,611,882,578,833,575,806,607,807,642,0.903433450786498,"skiing, cross-country, biathlon, skating technique",winter activities
5949,5950,027441263.jpg,1405,795,1417,717,1420,633,1453,630,1481,720,1509,785,1437,632,1418,539,1417.2367,534.6489,1408.7633,486.3511,1332,574,1342,559,1391,540,1445,538,1490,564,1464,581,1.4710649203893074,"skiing, cross-country, biathlon, skating technique",winter activities
5950,5951,039317043.jpg,1492,914,1492,721,1534,565,1406,584,1364,782,1327,926,1470,575,1424,379,1424.0887,367.8211,1424.9113,264.1789,1606,542,1624,449,1511,366,1336,391,1257,496,1253,612,3.109366494963242,"skiing, cross-country, biathlon, skating technique",winter activities
5951,5952,038776433.jpg,1564,748,1550,670,1545,585,1583,592,1592,667,1607,742,1564,589,1554,512,1554.8752,518.4762,1548.1248,468.5238,1486,519,1477,549,1526,509,1581,514,1637,545,1635,519,1.5121904641942427,"skiing, cross-country, biathlon, skating technique",winter activities
5952,5953,028686687.jpg,1713,734,1765,663,1824,635,1856,639,1788,679,1754,752,1840,637,1788,552,1784.3042,546.7481,1753.6958,503.2519,1677,553,1722,537,1758,540,1817,564,1843,608,1785,644,1.5955939333050877,"skiing, cross-country, biathlon, skating technique",winter activities
5953,5954,026857960.jpg,1229,694,1274,627,1289,557,1326,564,1314,631,1281,701,1308,561,1336,497,1323.5916,506.4888,1365.4084,474.5112,1247,524,1252,510,1303,494,1368,499,1409,514,1436,523,1.5792656521307615,"skiing, cross-country, biathlon, skating technique",winter activities
5954,5955,086106294.jpg,590,836,598,720,576,607,520,615,480,730,432,818,548,611,548,522,547.769,523.7617,556.231,459.2383,646,617,634,531,590,501,506,543,468,607,454,673,1.952278668633144,"skiing, cross-country, biathlon, skating technique",winter activities
5955,5956,006986192.jpg,991,658,1026,575,961,497,930,490,925,553,844,627,946,494,1000,407,1007.0536,401.1625,1050.9464,364.8375,1065,492,1046,470,1026,405,973,409,921,447,941,465,1.709231406217426,"skiing, cross-country, biathlon, skating technique",winter activities
5956,5957,067761118.jpg,584,747,621,702,641,638,671,638,697,690,698,747,656,638,672,573,671.142,577.1829,680.858,529.8171,607,613,607,598,647,571,697,574,718,600,730,596,1.4505612706811108,"skiing, cross-country, biathlon, skating technique",winter activities
5957,5958,017282005.jpg,172,898,181,804,128,689,114,684,128,809,128,905,121,687,114,527,132.3854,498.6466,178.6146,427.3534,203,571,128,617,114,528,114,525,131,605,203,557,2.549089249124087,"skiing, cross-country, biathlon, skating technique",winter activities
5958,5959,034450589.jpg,299,641,315,580,300,496,317,494,334,563,324,625,309,495,320,419,330.0738,408.1935,364.9262,370.8065,294,459,284,458,315,421,325,416,319,439,329,459,1.5333727531164754,"skiing, cross-country, biathlon, skating technique",winter activities
5959,5960,006154303.jpg,328,677,296,619,284,552,259,559,227,615,211,682,272,556,262,466,245.6338,445.5423,218.3662,411.4577,266,514,287,501,279,462,245,469,235,531,224,529,1.309485395107559,"skiing, cross-country, biathlon, skating technique",winter activities
5960,5961,026997364.jpg,828,841,756,810,732,697,776,690,778,757,845,834,754,694,711,578,709.5665,573.7594,688.4335,511.2406,624,687,660,651,680,591,742,565,812,603,819,639,1.9798181734694729,"skiing, downhill",winter activities
5961,5962,076842107.jpg,726,771,779,651,704,603,739,623,741,739,641,750,722,613,765,475,765.883,472.4614,788.117,408.5386,700,540,667,544,731,475,798,475,833,536,868,601,2.030377304837699,"skiing, downhill",winter activities
5962,5963,088501532.jpg,802,746,802,677,808,596,845,598,839,681,843,762,827,597,831,493,830.7877,495.601,835.2123,441.399,758,578,769,543,802,497,860,489,910,534,934,572,1.6314705023383047,"skiing, downhill",winter activities
5963,5964,022152715.jpg,885,922,849,773,856,610,931,612,921,792,938,956,894,611,896,413,893.9185,403.5085,873.0815,308.4915,734,581,786,509,839,417,952,408,1027,484,1085,559,2.918246048570956,"skiing, downhill",winter activities
5964,5965,046354784.jpg,1023,698,1039,582,1047,487,1105,484,1139,582,1172,696,1076,486,1069,334,1069.5351,337.3887,1059.4649,273.6113,958,448,990,397,1030,337,1107,330,1172,369,1205,406,1.9370245223021831,"skiing, downhill",winter activities
5965,5966,087357531.jpg,797,775,826,647,715,571,710,561,746,705,636,751,713,566,771,444,782.3605,433.3157,843.6395,375.6843,816,580,756,522,756,458,785,429,795,498,835,532,2.5236544929922555,"skiing, downhill",winter activities
5966,5967,076279905.jpg,617,690,641,662,645,559,608,561,606,629,573,707,627,560,628,464,628.9613,473.3727,623.0387,415.6273,726,536,703,497,654,462,602,466,565,503,530,546,1.7414476736324866,"skiing, downhill",winter activities
5967,5968,051307722.jpg,809,725,804,584,683,501,659,513,690,660,566,718,671,507,719,344,734.0478,332.9928,811.9522,276.0072,857,465,761,432,728,337,709,351,685,413,719,477,2.8956574383030875,"skiing, downhill",winter activities
5968,5969,052052053.jpg,1023,968,1032,807,924,677,876,703,907,850,878,937,900,690,948,516,976.7224,483.3713,1044.2776,406.6287,1150,636,1039,610,965,511,931,521,922,598,974,691,3.067215023437385,"skiing, downhill",winter activities
5969,5970,065538320.jpg,1442,764,1250,758,1209,609,1320,560,1296,666,1426,791,1265,585,1140,391,1130.6895,381.7665,1028.3105,280.2335,1043,631,1052,541,1068,416,1212,365,1296,452,1233,547,4.325662954970024,"skiing, downhill",winter activities
5970,5971,041836304.jpg,1001,629,979,602,928,542,993,523,1025,576,1063,598,961,533,963,412,962.1045,413.0394,1019.8955,345.9606,902,521,888,484,933,408,993,415,1051,453,1061,480,2.6562048113803267,"skiing, downhill",winter activities
5971,5972,015468485.jpg,673,898,711,715,687,533,776,554,790,723,747,872,732,544,739,285,752.9888,243.8814,791.0112,132.1186,612,395,574,408,651,268,826,302,865,424,879,472,3.541606415173769,"skiing, downhill",winter activities
5972,5973,045154702.jpg,1061,563,1006,493,929,468,984,442,1048,488,1119,559,957,455,943,335,944.0276,333.1866,975.9724,276.8134,894,420,870,404,896,349,989,321,1053,342,1115,360,1.943851846206392,"skiing, downhill",winter activities
5973,5974,040802009.jpg,162,873,466,969,268,525,445,519,668,891,299,851,357,522,552,146,603.3506,134.8928,819.6494,88.1072,624,885,466,510,417,147,686,144,857,414,1021,621,6.639026434651395,"skiing, general",winter activities
5974,5975,068746480.jpg,669,718,731,542,718,378,803,376,856,520,796,688,761,377,749,160,757.9873,134.672,795.0127,30.328,654,287,631,245,667,162,830,158,909,230,1015,260,3.321551444731814,"skiing, downhill",winter activities
5975,5976,024986747.jpg,263,569,360,473,467,374,540,418,439,483,364,590,504,396,554,237,553.1942,223.4165,547.8058,132.5835,328,269,413,259,489,217,618,257,654,360,618,414,2.7297824089110105,"skiing, downhill",winter activities
5976,5977,064025091.jpg,662,884,652,764,700,631,802,639,795,800,785,933,751,635,791,327,788.0,251.0,782.0,118.0,586,297,593,366,675,320,907,333,981,460,948,392,4.010585992096416,[],[]
5977,5978,087748924.jpg,-1,-1,-1,-1,490,827,591,827,-1,-1,-1,-1,541,827,594,410,630.6322,337.9815,704.3678,193.0185,417,753,380,574,498,362,689,458,707,633,707,785,4.879147466515026,"skiing, general",winter activities
5978,5979,041813160.jpg,838,874,838,772,764,644,658,629,757,747,757,888,711,637,717,412,746.0,336.0,788.0,225.0,890,542,829,495,791,404,643,419,653,518,705,587,3.584044642579108,[],[]
5979,5980,091101570.jpg,-1,-1,-1,-1,998,843,1059,845,1056,932,-1,-1,1029,844,1030,657,1027.5308,624.283,1020.4692,530.717,924,852,945,754,965,658,1095,655,1119,761,1135,848,2.814965719151834,"skiing, general",winter activities
5980,5981,099316374.jpg,924,763,953,658,1006,561,1054,571,1047,687,1042,797,1030,566,1023,414,1015.7676,413.3973,922.2324,405.6027,900,417,950,417,977,405,1068,422,1128,446,1088,434,2.8157840826313367,ski jumping,winter activities
5981,5982,010609205.jpg,-1,-1,-1,-1,789,925,959,916,-1,-1,-1,-1,874,921,879,482,876.1229,382.9441,867.8771,99.0559,817,764,578,736,677,469,1080,494,1223,702,1111,686,8.520236616432669,"skiing, general",winter activities
5982,5983,023305319.jpg,950,909,952,786,943,654,886,652,861,761,824,861,915,653,935,492,936.1324,474.3673,940.8676,400.6327,968,379,1036,429,991,486,879,497,808,534,717,552,2.216591978691613,"skiing, downhill",winter activities
5983,5984,095037975.jpg,-1,-1,-1,-1,770,950,941,910,-1,-1,-1,-1,856,930,835,631,844.9198,670.1705,786.0802,437.8295,742,904,637,842,686,637,984,624,1074,755,944,838,7.1902734301276725,"skiing, downhill",winter activities
5984,5985,095832769.jpg,1077,910,1074,761,984,638,938,543,930,666,879,795,961,591,856,443,856.603,441.0114,902.397,289.9886,1010,689,915,656,874,520,838,366,920,402,994,433,4.7343916187827135,"skiing, downhill",winter activities
5985,5986,009770728.jpg,1234,810,1225,753,1242,678,1270,676,1250,750,1252,810,1256,677,1263,593,1257.632,577.1025,1242.368,531.8975,1202,663,1224,636,1237,589,1289,596,1295,638,1265,679,1.4313741649198506,"skiing, downhill",winter activities
5986,5987,001499850.jpg,1110,1019,931,861,709,770,852,759,1007,864,1168,1002,781,765,771,540,774.6963,537.924,913.3037,460.076,604,554,642,569,765,513,776,566,671,636,636,601,4.769181061775701,"skiing, general",winter activities
5987,5988,016110002.jpg,956,767,950,733,916,615,1018,584,1084,708,1049,773,967,600,891,325,893.6785,313.7709,940.3215,118.2291,826,718,786,575,776,370,1006,280,1142,386,1310,485,6.030832778315114,"skiing, general",winter activities
5988,5989,045702395.jpg,-1,-1,-1,-1,634,956,758,956,-1,-1,-1,-1,696,956,653,429,752.6572,336.8107,940.3428,163.1893,603,1021,531,755,587,410,718,448,733,677,823,860,7.670281350771953,"skiing, general",winter activities
5989,5990,060651223.jpg,-1,-1,-1,-1,1024,866,1282,871,-1,-1,-1,-1,1153,869,1196,381,1194.2038,386.085,1268.7962,174.915,1024,590,960,561,1054,367,1338,394,1388,625,1259,698,6.718714162695121,"skiing, general",winter activities
5990,5991,060425952.jpg,665,786,672,630,681,454,761,454,772,637,772,797,721,454,739,268,744.3873,230.5044,758.6127,131.4956,570,417,610,354,668,266,810,270,819,377,848,377,3.0007679017211584,"skiing, general",winter activities
5991,5992,082715815.jpg,-1,-1,752,1021,814,686,1015,764,776,1012,-1,-1,915,725,971,257,965.8531,190.5015,951.1469,0.49846,590,407,718,472,823,246,1118,268,1189,522,1127,680,5.71714054401324,"skiing, general",winter activities
5992,5993,042500241.jpg,1186,922,1114,687,1286,556,1209,530,1005,682,1037,933,1248,543,991,452,996.7704,452.1282,850.2296,448.8718,945,590,1068,644,1028,450,954,453,997,636,905,596,4.397308267565512,"skiing, general",winter activities
5993,5994,027544668.jpg,1449,792,1329,619,1351,487,1233,537,1218,713,1165,893,1292,512,1174,304,1157.7924,290.2034,1069.2076,214.7966,1379,429,1367,364,1250,275,1098,333,1043,484,963,518,3.48999942693405,"skiing, general",winter activities
5994,5995,026503492.jpg,-1,-1,-1,-1,556,1077,786,1059,-1,-1,-1,-1,671,1068,569,493,606.6787,424.1064,770.3213,124.8936,755,1071,361,956,355,516,783,469,851,724,901,978,10.2311524277571,"skiing, general",winter activities
5995,5996,053619228.jpg,1331,980,1305,802,1283,650,1377,650,1389,797,1403,994,1330,650,1313,342,1299.8399,299.8878,1256.1601,160.1122,1208,617,1220,489,1225,362,1401,321,1451,470,1321,554,4.393245724973736,"skiing, general",winter activities
5996,5997,044914820.jpg,491,559,550,466,533,386,573,384,601,463,563,561,553,385,599,267,602.363,260.1059,635.637,191.8941,601,349,544,330,571,261,626,272,674,330,699,371,2.276839915321233,"skiing, downhill",winter activities
5997,5998,044012077.jpg,836,586,778,474,813,355,869,354,858,464,913,598,841,355,843,189,833.4389,160.902,803.5611,73.098,685,322,738,262,786,195,900,182,957,259,945,307,2.7824478431769397,"skiing, downhill",winter activities
5998,5999,009113734.jpg,730,511,684,387,662,265,603,263,604,381,633,479,633,264,665,122,670.9911,111.0163,707.0089,44.9837,770,303,750,208,713,133,617,110,553,163,550,250,2.256510580520286,"skiing, downhill",winter activities
5999,6000,071860374.jpg,444,580,495,453,462,346,513,347,532,447,500,575,488,347,542,199,553.6819,177.4906,593.3181,104.5094,555,339,500,277,513,205,571,192,595,256,651,307,2.4914959361797075,"skiing, downhill",winter activities
6000,6001,021373669.jpg,845,554,776,488,673,477,745,448,838,505,923,557,709,463,728,335,732.2371,320.1701,753.7629,244.8299,704,468,655,431,681,349,774,320,835,355,886,400,2.350652675322324,"skiing, downhill",winter activities
6001,6002,019695363.jpg,272,513,264,384,237,269,302,269,327,399,376,508,270,269,285,94,289.0833,87.0898,332.9167,12.9102,193,246,198,173,232,94,338,94,379,179,399,251,2.5848791074245616,"skating, ice",winter activities
6002,6003,041275832.jpg,756,590,756,513,813,444,815,456,772,516,786,591,814,450,776,356,763.7932,346.544,717.2068,310.456,767,439,801,400,778,357,773,354,764,407,716,413,1.767873298627478,"skiing, downhill",winter activities
6003,6004,022777834.jpg,533,674,543,614,539,505,597,506,591,623,588,713,568,506,557,349,548.2251,325.0685,521.7749,252.9315,496,439,475,444,488,360,626,338,647,413,665,495,2.3049997830802496,"skiing, general",winter activities
6004,6005,058385827.jpg,393,200,397,147,449,104,479,116,449,174,479,216,464,110,437,26,447.8301,28.9537,404.1699,17.0463,339,79,383,48,416,29,457,23,483,67,499,59,1.357645019878171,skateboarding,sports
6005,6006,037146334.jpg,737,635,729,509,717,364,647,368,599,531,561,639,682,366,638,256,637.5264,255.1642,587.4736,166.8358,741,487,743,362,697,252,579,260,567,368,547,475,3.04573143924411,"skiing, general",winter activities
6006,6007,044891172.jpg,336,556,360,407,346,252,415,252,458,396,438,544,381,252,460,117,468.6233,105.9129,535.3767,20.0871,451,204,376,231,408,123,512,111,525,218,510,181,3.2618816655421448,"skiing, general",winter activities
6007,6008,053716932.jpg,654,471,718,369,783,359,757,359,654,376,620,469,770,359,724,213,715.5359,199.9783,667.4641,126.0217,615,269,679,267,747,213,700,213,598,223,520,223,2.646210875950743,"sledding, tobogganing, bobsledding, luge (Taylor Code 370)",winter activities
6008,6009,020353552.jpg,601,362,525,289,638,286,655,302,569,338,548,432,647,294,645,190,633.676,157.2327,609.324,86.7673,510,217,569,203,636,178,653,201,617,255,544,265,2.236640337649306,"sledding, tobogganing, bobsledding, luge (Taylor Code 370)",winter activities
6009,6010,015575162.jpg,-1,-1,-1,-1,237,631,351,637,-1,-1,-1,-1,294,634,314,324,320.2415,237.9753,330.7585,93.0247,170,642,167,482,198,307,429,341,439,487,441,654,4.359948623550512,"standing quietly, standing in a line",inactivity quiet/light
6010,6011,088042190.jpg,-1,-1,-1,-1,716,615,797,603,-1,-1,-1,-1,757,609,691,342,632.4778,303.0711,522.5222,229.9289,632,549,623,491,623,373,758,311,855,417,853,543,3.961817764612603,"skiing, general",winter activities
6011,6012,043372370.jpg,-1,-1,-1,-1,690,630,801,625,-1,-1,-1,-1,746,628,696,327,688.469,277.2953,663.531,112.7047,601,503,530,520,576,338,816,315,944,462,1002,532,4.994076491204355,"skiing, general",winter activities
6012,6013,041209361.jpg,-1,-1,-1,-1,367,655,420,663,-1,-1,-1,-1,394,659,399,489,394.6584,459.0224,382.3416,373.9776,232,567,262,506,335,477,463,500,522,554,546,586,2.5779619857554144,"skiing, general",winter activities
6013,6014,003561215.jpg,-1,-1,646,669,632,475,708,462,770,588,-1,-1,670,469,665,254,659.6472,202.7998,647.3528,85.2002,617,503,559,371,594,253,735,255,766,371,832,452,3.547212990503954,"skiing, general",winter activities
6014,6015,049797630.jpg,839,560,837,530,868,575,840,579,803,527,816,570,854,577,867,508,866.0,506.0,852.0,456.0,862,471,881,487,888,504,845,512,802,509,797,497,1.5512988106744618,"skiing, general",winter activities
6015,6016,055416972.jpg,-1,-1,623,644,619,543,708,485,745,607,750,704,664,514,585,245,581.5512,230.2468,552.4488,105.7532,630,549,557,425,518,266,652,224,702,309,733,408,3.835497360186811,"skiing, downhill",winter activities
6016,6017,055884087.jpg,862,541,939,440,923,314,954,319,1004,399,946,509,939,317,997,183,1008.8962,174.1662,1086.1038,116.8338,1076,317,1004,275,995,176,999,190,979,245,1048,294,2.884995667241113,"skiing, downhill",winter activities
6017,6018,070703117.jpg,591,633,671,547,725,383,801,389,840,551,743,679,763,386,757,155,759.7777,143.2541,789.2223,18.7459,638,387,628,278,683,165,831,145,881,315,889,418,3.83827461237468,"skiing, downhill",winter activities
6018,6019,017748183.jpg,640,599,693,502,689,378,754,376,762,500,746,599,722,377,730,178,729.7849,182.1577,736.2151,57.8423,634,363,613,296,650,176,809,180,888,292,911,371,3.7344493570003054,"skiing, downhill",winter activities
6019,6020,080815705.jpg,418,419,414,310,433,227,475,232,485,328,485,421,454,230,452,103,452.693,79.6704,454.307,25.3296,401,224,403,169,407,105,496,101,511,175,495,232,1.6309408327710724,"skiing, general",winter activities
6020,6021,017619441.jpg,402,414,395,331,425,246,475,250,478,341,484,425,450,248,435,144,435.5971,144.823,397.4029,92.177,388,263,386,211,391,149,478,139,493,212,450,259,1.951245755921073,"skiing, general",winter activities
6021,6022,060621664.jpg,414,408,397,323,410,231,464,231,473,326,488,416,437,231,445,111,444.1076,94.2228,440.8924,33.7772,401,191,388,176,397,111,492,110,503,182,466,181,1.8159295140505864,"skiing, general",winter activities
6022,6023,033692191.jpg,405,391,403,315,412,233,461,233,472,327,489,404,437,233,445,113,444.6195,94.5469,443.3805,34.4531,390,193,385,181,398,113,492,112,498,181,472,188,1.803197160601136,"skiing, general",winter activities
6023,6024,058548594.jpg,1143,511,1115,402,1163,328,1238,307,1170,418,1162,514,1201,318,1164,213,1151.9344,195.2463,1106.0656,127.7537,1120,297,1120,255,1129,220,1198,205,1231,246,1174,281,2.4481176442319925,snowboarding,winter activities
6024,6025,031565363.jpg,1014,710,1024,565,1038,385,1090,402,1100,538,1098,657,1064,394,1037,172,1041.3981,129.1763,1051.6019,29.8237,969,295,897,241,980,164,1094,180,1112,241,1098,291,2.9962536608237964,snowboarding,winter activities
6025,6026,022295001.jpg,1072,629,1090,487,1026,317,930,306,932,423,841,484,978,312,1036,85,1016.9197,115.6648,1083.0803,9.3352,1370,258,1258,177,1131,110,940,60,795,93,685,166,3.756977508583197,snowboarding,winter activities
6026,6027,018805857.jpg,1050,934,1093,809,990,730,941,727,987,766,997,857,966,729,1058,592,1064.0169,581.5861,1103.9831,512.4139,1098,732,1033,684,1083,605,1033,578,980,646,1004,662,2.3966376447014266,snowboarding,winter activities
6027,6028,042801935.jpg,1230,638,1229,598,1250,548,1277,558,1268,600,1265,657,1264,553,1277,476,1276.8647,474.6134,1273.1353,436.3866,1172,479,1213,482,1250,470,1304,482,1339,501,1371,523,1.152249972879149,snowboarding,winter activities
6028,6029,026380607.jpg,1202,598,1223,521,1178,452,1148,431,1154,519,1116,592,1163,442,1268,383,1262.2414,387.1133,1322.7586,343.8867,1120,358,1174,351,1234,364,1301,401,1326,429,1363,459,2.231096591364883,snowboarding,winter activities
6029,6030,001206994.jpg,1405,719,1481,569,1537,431,1606,433,1602,560,1595,733,1572,432,1594,217,1587.6856,176.3073,1573.3144,83.6927,1499,363,1514,307,1537,227,1651,207,1653,299,1543,270,2.811689883326396,snowboarding,winter activities
6030,6031,026263361.jpg,888,730,975,389,997,75,1173,66,1124,383,1080,764,1085,71,1053,146,1127.6122,154.9089,911.3878,129.0911,842,693,879,432,885,150,1220,141,1270,389,1161,618,6.532807053633222,water jogging,water activities
6031,6032,050442104.jpg,1298,889,1062,751,665,721,807,665,1065,516,1168,789,736,693,682,304,713.6584,256.7806,827.3416,87.2194,601,774,566,560,613,333,751,274,727,454,721,586,6.124327881490343,"swimming, general",water activities
6032,6033,028949787.jpg,-1,-1,343,433,345,345,320,354,304,438,-1,-1,333,350,331,239,330.4777,222.9841,328.5223,163.0159,354,324,381,285,351,237,310,241,312,310,299,373,1.7999999999999998,"swimming, general",water activities
6033,6034,042659190.jpg,539,418,509,341,496,257,529,260,520,340,510,439,513,259,520,114,512.9473,93.7521,496.0527,45.2479,394,122,433,159,483,119,557,109,597,170,589,157,1.5408672882503538,"swimming, general",water activities
6034,6035,084522556.jpg,-1,-1,316,464,312,322,381,322,398,459,-1,-1,347,322,341,161,339.9459,120.9431,338.0541,49.0569,270,316,268,245,279,165,403,156,420,237,437,323,2.157331685207446,golf,sports
